,AIRPORT_ID,AIRPORT,station_id,distance
512,11233,CYS,USW00024018,0.5513619430952842
513,11234,CYT,USW00026445,0.36853082837672485
514,11238,CZC,USC00502156,3.077664567869316
515,11241,CZF,USW00026633,0.43665558011567035
516,11245,CZN,USS0042N01S,0.18745260873161926
517,11246,CZO,USR0000ACHS,0.5258122488287006
518,11247,CZP,USC00501316,0.45564294600267735
519,11252,DAB,USW00012834,0.9963276088750339
520,11257,DAG,USW00023161,0.07904207994241287
521,11259,DAL,USW00013960,0.6364332577120826
522,11261,DAN,USW00013728,0.0026608338439701477
523,11267,DAY,USW00093815,0.43688996170694366
524,11272,DBN,USC00092865,7.654641003196338
525,11274,DBQ,USW00094908,0.6649246953744663
526,11278,DCA,USW00013743,999
527,11280,DCK,USC00502280,1.4833220999044179
528,11282,DCU,USW00053852,0.185220030508445
529,11283,DDC,USW00013985,0.34778668931115947
530,11284,DDP,None,999
531,11288,DEC,USW00003887,0.006226436526120999
532,11289,DEH,USC00132112,3.6508498387828965
533,11292,DEN,USW00003017,999
534,11295,DET,USW00014822,0.03545848235468649
535,11297,DFI,USW00004851,0.000926977199259928
536,11298,DFW,USW00003927,1.7625700358493115
537,11299,DGB,None,999
538,11303,DGW,USW00094057,0.019185170045642325
539,11308,DHN,USW00013839,0.04023886362741975
540,11309,DHT,USW00093042,0.6825709777145402
541,11315,DIK,USW00024012,0.434548147917017
542,11317,DIO,USC00505517,1.3146901015083765
543,11327,DJN,USC00502347,3.85900825274072
544,11331,DKK,USW00014747,0.1106481226869177
545,11335,DLF,USW00022001,0.9529218528965154
546,11336,DLG,USC00502457,0.8658478093484487
547,11337,DLH,USW00094909,1.2398209194204604
548,11339,DLL,US1SCDL0004,4.347474648490539
549,11341,DLO,None,999
550,11342,DLS,USW00024219,0.17365190024914967
551,11344,DMA,USW00023109,0.041520527722478155
552,11348,DMN,USW00023078,0.164210629638781
553,11349,DMO,USW00003994,0.7441309212731436
554,11353,DNC,None,999
555,11355,DNE,US1TXCLL022,1.0321863235882422
556,11358,DNL,USW00013837,0.08246305984798395
557,11359,DNN,USC00092493,5.440729588215731
558,11363,DNV,US1ILVR0007,3.8923347256960277
559,11367,DOF,None,999
560,11375,DOV,USW00013707,0.4349139236988318
561,11376,DPA,USW00094892,0.13029138538549212
562,11377,DPG,USW00024103,1.8291357801583095
563,11381,AA8,None,999
564,11383,DQC,USC00088082,1.2613068719881948
565,11384,DQD,USC00108535,0.3291247750250622
566,11385,DQE,USW00093103,1.3123508763353708
567,11387,DQG,US1TNRB0006,1.9580392387472512
568,11388,DQH,USC00500235,0.6620880953680125
569,11389,DQI,USC00041948,3.0455478530403446
570,11390,DQJ,USC00324722,2.3796373696981363
571,11391,DQK,USW00014715,1.2824663839735222
572,11392,DQL,US1AKAB0006,0.764431428537472
573,11394,DQN,USC00086210,0.6267266722217029
574,11395,DQO,USC00162399,4.354349745432621
575,11396,DQP,None,999
576,11397,DQQ,USC00251940,1.821021742850916
577,11398,DQR,None,999
578,11399,DQS,USR0000AMTL,10.48880224870711
579,11401,DQU,None,999
580,11402,DQV,None,999
581,11403,DQW,None,999
582,11404,DQX,None,999
583,11405,DQY,USW00012868,1.7557798114218361
584,11406,DQZ,None,999
585,11407,DRA,USW00003160,0.40001241339940463
586,11409,DRE,US1MICP0007,6.375964170867786
587,11410,DRF,None,999
588,11411,DRG,USC00502327,0.01162424206653391
